name,01/01/2000,01/01/2001,01/01/2002,01/01/2003,01/01/2004,01/01/2005,01/01/2006,01/01/2007,01/01/2008,01/01/2009,01/01/2010,01/01/2011,01/01/2012,01/01/2013,01/01/2014,01/01/2015,01/01/2016,01/01/2017,01/01/2018,01/01/2019,01/01/2020
Pretend Time,1,1,1,2,62,56,51,34,21,14,10,7,7,6,5,5,5,4,5,4,8
London Town,93,100,95,95,83,82,78,73,69,64,64,58,59,62,61,61,37,38,49,51,52
"Connected: An Autoblogography About Love, Death & Technology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Khichdi,3,4,4,5,6,13,26,19,22,24,30,35,37,47,100,71,71,53,63,68,68
Kill Me Please,5,5,6,5,5,5,7,12,11,11,7,6,6,6,6,5,5,8,8,7,6
Bayangan Ajal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Männerherzen... und die ganz ganz große Liebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodyguard,14,13,12,11,12,14,17,100,47,27,26,31,33,61,67,47,37,50,33,32,33
Qualquer Gato Vira-Lata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rubble Kings,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
Born Wild,68,63,66,100,65,70,66,81,65,48,46,45,34,33,32,29,28,25,24,23,27
Die Frau des Polizisten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
isPartial.313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dragon Eyes,58,34,23,17,22,29,32,31,52,52,44,48,45,47,38,39,39,41,43,37,41
Sakthi,7,7,8,8,11,24,21,33,27,30,40,39,49,68,81,100,50,59,89,83,75
Noites Alienígenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
isPartial.314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Dynamiter,0,0,0,0,4,5,3,9,12,27,10,9,5,4,3,3,2,2,2,1,0
Charlie Casanova,0,13,22,12,12,12,15,32,74,29,12,13,9,6,6,6,6,5,6,4,5
Dus Tola,0,0,0,0,0,0,100,66,31,28,29,26,18,15,17,13,8,4,3,2,2
isPartial.315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mesteren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'appât,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guido,94,91,82,86,85,100,92,82,70,74,71,70,67,64,66,73,65,63,54,53,58
isPartial.316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kurage hime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James May's Man Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buck,100,94,83,81,79,72,63,63,60,62,56,59,55,55,55,54,51,48,50,51,53
isPartial.317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
De l'huile sur le feu,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,4,3,4
Gekijouban Bureiku bureido Daiyonshou: Sanka no chi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear Edward,3,3,2,3,3,5,6,4,6,4,3,3,2,3,2,2,24,9,8,100,21
isPartial.318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nefarious: Merchant of Souls,0,0,0,0,0,0,1,4,17,20,15,8,4,3,3,2,2,1,1,3,1
En fuera de juego,19,16,21,20,24,33,57,61,100,66,59,59,60,67,44,44,53,60,86,66,91
El perfecto desconocido,0,0,0,0,0,0,2,4,13,5,3,5,4,3,4,2,1,1,1,2,2
isPartial.319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Styria,100,98,76,57,41,38,34,36,29,28,29,35,22,20,20,22,38,38,22,20,23
In the Dark Half,2,2,2,2,4,4,3,3,3,4,3,3,4,4,4,4,6,6,7,7,8
The School in the Woods,5,5,5,4,5,5,6,6,7,7,6,7,7,6,5,5,5,5,5,5,6
isPartial.320,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Xin hai ge ming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wreck-It Ralph,0,0,0,0,0,0,0,2,85,100,26,19,20,20,52,33,34,34,32,29,29
Outside Bet,2,0,1,1,1,2,1,2,7,3,4,3,2,3,3,2,2,3,3,4,4
isPartial.321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Einstein's God Model,0,0,13,0,0,0,0,0,0,0,0,0,7,42,9,6,7,5,4,3,2
The Killage,0,0,0,0,0,0,0,6,6,3,1,2,4,1,1,1,0,1,0,1,0
Kovasikajuttu,0,0,0,0,0,0,0,20,100,70,13,36,2,6,3,1,1,3,3,2,0
isPartial.322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Viking Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firenado,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0
Desenrola,0,0,0,0,0,1,2,13,3,2,2,2,1,1,1,1,1,1,17,100,87
isPartial.323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Teen Mom 2,0,0,0,0,0,0,13,100,74,64,62,43,41,48,30,27,14,21,9,4,4
Arjunan Saakshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy End,10,9,10,9,13,13,15,17,17,18,19,18,18,23,21,18,17,21,20,23,24
isPartial.324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nebraska,100,94,83,73,69,62,59,55,54,51,57,59,55,56,60,58,51,51,51,51,46
The Ballad of Genesis and Lady Jaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RED 2,25,21,17,15,16,20,25,25,24,32,27,22,20,19,79,50,41,29,31,31,36
isPartial.325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Waar,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5
Henas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green,72,82,74,69,71,74,76,80,78,80,81,82,79,83,81,85,88,100,92,93,97
isPartial.326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eternally Confused and Eager for Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,3
Le gamin au vélo,0,0,0,0,0,0,0,26,12,5,6,2,2,1,2,1,1,1,1,1,0
Deep in the Heart,54,55,47,41,36,38,40,100,80,65,49,48,41,49,41,43,43,43,57,61,67
isPartial.327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Informer,5,5,4,4,5,5,5,5,5,4,4,3,3,2,5,11,17,11,11,6,5
The Real Housewives of Miami,0,0,0,0,0,0,0,3,5,5,2,1,0,0,0,0,0,1,1,1,1
White T,28,25,30,41,36,37,38,41,45,48,48,49,58,71,76,78,82,84,95,100,100
isPartial.328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Bates Haunting,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doppelgänger. Sobowtór,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaitan,3,3,2,2,3,3,3,37,13,10,8,8,9,10,32,31,24,12,15,21,100
isPartial.329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Stealing Las Vegas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Realnye patsany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mia,36,36,43,43,60,50,49,46,49,50,53,96,79,90,100,89,79,78,80,91,93
isPartial.330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Falling Uphill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Family,50,45,41,39,41,48,54,50,53,57,55,56,57,58,56,62,74,83,99,89,100
La cerise sur le gâteau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dhada,0,0,0,1,2,1,1,33,9,5,6,6,6,6,7,5,5,5,8,9,7
The Hitman's Bodyguard,0,0,0,0,0,0,0,0,0,0,0,0,1,100,29,13,14,53,16,9,9
Tell Me O Kkhuda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Toves værelse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
Via Castellana Bandiera,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0
Death Run,19,23,24,22,25,46,40,38,43,39,40,63,57,55,50,100,67,57,69,62,57
isPartial.333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Challenger,55,49,48,36,43,45,45,60,55,63,74,70,77,68,69,77,86,75,90,86,100
La passion de Dodin Bouffant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
Tom Sawyer & Huckleberry Finn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
isPartial.334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Torchwood: Web of Lies,0,0,0,0,0,0,0,100,57,35,20,9,5,2,2,2,2,1,1,1,0
Samir wa Shahir wa Bahir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koshchey. Pokhititel nevest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
isPartial.335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Amanat,13,8,9,24,35,34,38,45,52,50,64,59,59,58,54,60,80,84,100,83,66
The Lost Weekend: A Love Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nandor Fodor and the Talking Mongoose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
isPartial.336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Heru doggusu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bupkis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3
I Against I,48,51,48,45,53,58,63,73,62,60,62,63,60,61,58,60,81,75,90,91,100
isPartial.337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Land of Bad,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,5,100
Devil's Promise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapningen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
isPartial.338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Love Club,23,26,27,29,100,51,53,46,32,38,32,23,19,20,17,15,15,14,18,18,18
Adventures Into the Woods: A Sexy Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Myth: A Film About Pit Bulls and Breed Discrimination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Darling Nikki,100,50,86,57,46,36,32,35,25,33,33,46,78,35,35,23,24,20,16,14,14
Woman Thou Art Loosed: On the 7th Day,0,0,0,0,0,0,0,0,20,9,3,2,1,1,1,1,0,0,0,1,0
Die andere Heimat - Chronik einer Sehnsucht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.340,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Die Harald Schmidt Show,0,0,11,7,8,10,14,36,32,14,10,9,4,5,6,7,6,5,9,6,5
Concrete Blondes,50,38,44,30,23,26,21,22,21,40,100,52,26,30,27,15,13,11,9,10,8
Karasu no oyayubi,0,0,0,0,0,0,0,0,3,5,5,2,2,2,0,0,0,0,0,0,0
isPartial.341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Trollied,0,0,3,3,2,4,9,86,100,96,66,54,49,34,42,21,18,24,16,13,14
Sofía y el Terco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gdzie diabel nie moze, tam baby posle 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Autoluminescent: Rowland S. Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payback Season,0,0,0,0,0,0,1,1,10,3,3,2,2,2,1,1,1,1,2,4,3
Jappeloup,2,2,2,2,2,2,2,5,6,100,39,28,8,10,7,6,14,7,6,6,6
isPartial.343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rhythm + Flow France,100,96,84,80,76,85,84,86,83,83,83,81,79,93,77,77,86,80,92,86,90
RedaKai,0,0,0,0,0,0,0,2,7,5,2,2,1,1,1,0,0,0,0,0,0
Kahani Rubberband Ki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Beul-la-in-deu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Force of Nature: The Dry 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
The Finest Hours,0,0,0,0,0,0,0,0,0,0,1,7,100,19,11,7,8,6,5,4,5
isPartial.345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hayat,15,21,40,50,40,45,47,60,56,44,57,59,100,76,45,43,47,44,47,39,32
Rabo de Peixe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Love Bite,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3
isPartial.346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Love Crimes of Kabul,0,0,0,0,0,0,0,10,6,2,2,1,1,1,1,0,0,0,0,1,1
E la chiamano estate,0,9,7,5,11,11,11,12,100,70,28,13,10,8,13,10,12,7,7,6,8
Sihame,11,17,26,29,28,38,40,30,28,27,28,29,36,24,22,21,23,99,67,33,25
isPartial.347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A Tree of Life: The Pittsburgh Synagogue Shooting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pranayam,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1
Fin,58,60,64,68,69,76,83,100,99,78,83,87,78,82,77,79,92,82,82,81,77
isPartial.348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Feng Yun Jue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europa Report,6,5,4,3,3,3,2,2,3,94,63,31,18,17,13,10,12,9,8,8,8
The Railway Man,3,3,3,2,2,2,3,3,6,18,100,27,20,12,11,10,12,13,14,26,17
isPartial.349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Parada serc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
Alien Invasion,69,52,47,55,55,50,57,81,82,64,55,44,45,46,41,35,43,38,48,100,92
Casi treinta,0,0,0,0,0,0,0,0,1,1,7,5,2,2,1,1,1,1,1,1,1
isPartial.350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A Band Called Death,0,4,0,0,0,1,1,1,4,100,41,18,10,9,7,7,7,6,7,5,5
American Carnage,0,0,0,4,3,27,78,8,9,5,6,5,5,24,8,25,16,21,95,91,34
Wrath of the crows,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1,0,1,2,1,1,1
isPartial.351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Souper Dimitrios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Likvidator,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Project Runway All Stars,0,0,1,0,0,1,0,8,100,46,30,20,27,10,25,18,4,3,3,6,3
isPartial.352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Killer Karaoke,1,1,1,1,1,1,1,2,42,100,72,31,14,9,7,7,6,4,2,2,2
Lotte ja kuukivi saladus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Abenteuer des Huck Finn,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
isPartial.353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
May I Kill U?,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
Sehrli xalat,0,0,0,0,0,0,0,0,40,45,32,50,30,53,38,21,23,21,21,42,100
Bumchoiwaui junjaeng: Nabbeunnomdeul jeonsungshidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Our Son,34,30,30,32,35,34,39,46,51,52,60,62,67,68,68,64,72,81,99,95,100
About Face: Supermodels Then and Now,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Ishq-e-nadaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
isPartial.355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I Am Not a Hipster,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Bad Johnson,7,10,8,6,7,7,8,8,8,9,28,17,12,10,10,10,11,11,11,9,9
Promised Land,43,52,43,38,38,39,39,34,50,100,52,41,37,36,35,35,55,47,49,40,62
isPartial.356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What Richard Did,7,7,6,5,6,8,9,9,13,21,18,16,14,14,13,15,20,20,29,25,31
Nissene over skog og hei,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumber To,3,2,2,2,2,2,3,3,4,14,100,62,10,8,6,6,5,5,4,5,6
isPartial.357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Malviviendo,0,0,0,0,2,100,80,73,42,35,32,14,7,4,3,3,2,2,2,2,2
Living Dark: The Story of Ted the Caver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin Fever: Patient Zero,0,0,0,0,0,0,0,0,0,0,9,3,2,1,1,1,1,1,0,0,0
isPartial.358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Secret Chef,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Into the Storm,1,0,0,0,0,1,1,1,1,1,18,6,2,2,2,1,2,2,2,2,2
Deadline,30,27,32,34,37,41,45,53,57,56,62,63,73,69,76,74,90,87,87,97,100
isPartial.359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Iron Claw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,100
Matru Ki Bijlee Ka Mandola,0,0,0,0,0,0,0,0,12,31,2,2,2,1,1,1,1,0,1,1,1
Möbius,19,16,13,12,11,11,11,11,10,11,8,8,6,6,6,7,6,7,6,6,6
isPartial.360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Spectral,100,89,74,72,69,60,57,56,52,49,51,45,56,59,50,42,46,41,47,50,52
Rehab Addict,0,0,0,0,1,1,1,1,2,7,12,10,5,4,2,2,2,2,1,1,1
Balamevvadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
